id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH150966,19.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,8900,267,
BH151051,07.12.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,8900,267,
BH151237,21.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,17900,637,
BH151295,02.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,21600,400,
BH151334,27.11.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,3900,117,
BH151366,06.12.2019,BASIC CENTER Կոմիտաս,Женский,,,,,
BH151377,08.12.2019,BASIC CENTER Կոմիտաս,Мужской,,,26200,117,
BH151420,27.11.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,25300,759,
BH151480,10.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,13900,417,
BH151746,14.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,13500,,
BH151287,03.12.2019,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,21900,657,
BH151434,01.12.2019,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,,10900,100,
BH151451,05.12.2019,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,,11800,554,
BH151703,11.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,35900,1177,
BH151723,08.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,25700,300,
BH151764,25.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,67800,,
BH151951,27.12.2019,COOLCLUB Երևան Մոլլ,Женский,,,2069900,,200
BH152017,22.12.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,,,
BH152167,01.02.2020,BASIC CENTER Հանրապետության,Женский,,,29700,528,
BH152168,31.01.2020,BASIC CENTER Հանրապետության,Женский,,,2000,,
BH152182,15.01.2020,BASIC CENTER Հանրապետության,Женский,,,26400,147,
BH152218,20.02.2020,BASIC CENTER Հանրապետության,Женский,,,40800,1064,
BH152490,04.01.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,25900,,
BH152744,01.02.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,29000,,
BH152746,01.02.2020,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,43700,,
BH153012,21.12.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,719333,,
BH153086,14.01.2020,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,12500,,
BH144116,23.05.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,47800,1507,900
BH144135,30.05.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,49500,,
BH144184,07.06.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,40400,951,
BH144268,05.06.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,14800,464,
BH144300,24.05.2019,COOLCLUB Երևան Մոլլ,Женский,,,6500,,
BH144337,08.06.2019,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,v,47700,757,
BH144366,15.06.2019,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,,6900,207,
BH144602,24.09.2019,BASIC CENTER Հանրապետության,Женский,,,7600,207,
BH144679,26.09.2019,BASIC CENTER Հանրապետության,Женский,,,24800,744,
BH144800,29.06.2019,BASIC CENTER Հանրապետության,Женский,,,312767,,3900
BH144918,17.06.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,25000,,
BH145007,30.07.2019,BATA Ավան,Мужской,,v,264800,600,200
BH151708,11.12.2019,BASIC SHOES Երևան Մոլ,,,,22600,18,
BH151715,09.12.2019,BASIC SHOES Երևան Մոլ,,,,20900,727,
BH151732,07.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,63000,322,
BH151756,16.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,22500,500,
BH151905,10.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,28300,,
BH152210,19.02.2020,BASIC CENTER Հանրապետության,Женский,,,4800,,
BH152227,22.01.2020,BASIC CENTER Հանրապետության,Мужской,,,60700,300,
BH152768,23.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,16000,,
BH152770,21.01.2020,BASIC SHOES Երևան Մոլ,Мужской,18-ից 25 տարեկան,,12500,500,
BH153048,30.12.2019,BASIC CENTER Կոմիտաս,,,,24000,,
BH153152,22.01.2020,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,9900,,
BH151247,22.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,15500,,
BH151268,06.01.2020,BASIC CENTER Դալմա,,,,60300,,
BH151294,03.12.2019,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,90700,3021,
BH151488,11.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5900,277,
BH151497,13.12.2019,COOLCLUB Դալմա,,25-ից 45 տարեկան,,13900,376,
BH151797,04.12.2019,BASIC SHOES Երևան Մոլ,Мужской,,,66000,1274,
BH151918,11.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,8900,367,
BH151205,14.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,20600,517,
BH151214,16.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,21900,657,
BH151269,25.11.2019,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,12500,500,
BH151343,29.11.2019,BASIC CENTER Կոմիտաս,Мужской,,,,,
BH151345,30.11.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,4200,6,
BH151368,06.12.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,47100,1290,
BH151429,30.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5300,,
BH151439,02.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,56800,1904,
BH151702,12.12.2019,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,22000,,
BH151751,15.12.2019,BASIC SHOES Երևան Մոլ,Мужской,,,25500,,
BH151780,21.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,12500,500,
BH151783,21.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,6500,,
BH152014,22.12.2019,BASIC CENTER Հանրապետության,Женский,,,19200,147,
BH152097,20.12.2019,BASIC CENTER Հանրապետության,Женский,,,3900,117,
BH152125,18.01.2020,BASIC CENTER Հանրապետության,Женский,,,17900,,
BH150666,05.11.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,17500,,
BH150423,05.12.2019,BASIC CENTER Հանրապետության,Мужской,,,49400,793,
BH150485,15.12.2019,BASIC CENTER Հանրապետության,Мужской,,,26200,786,
BH150536,30.10.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4900,247,
BH150579,10.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,26900,907,
BH150784,11.11.2019,BASIC CENTER Կոմիտաս,Мужской,,,22300,669,
BH151006,17.11.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,25500,,
BH151021,24.11.2019,,Мужской,,,,,
BH151057,08.12.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,16800,704,
BH151177,22.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,23400,177,
BH151278,29.11.2019,BASIC SHOES Երևան Մոլ,Мужской,,,,300,
BH151292,03.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,25700,1071,
BH151478,09.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,16200,,
BH151724,07.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,25000,,
BH151959,27.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,5900,277,
BH151986,06.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,5300,,
BH152223,23.01.2020,BASIC CENTER Հանրապետության,Женский,,,80700,147,
BH150699,10.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,38900,1167,
BH150924,13.11.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,,49600,1688,
BH150999,24.11.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,22900,787,
BH151098,05.11.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,26900,807,
BH151266,26.11.2019,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,20000,57,
BH151381,09.12.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,14600,400,
BH151400,11.12.2019,BASIC CENTER Կոմիտաս,Женский,,,32800,144,
BH151427,29.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,16700,,
BH151739,13.12.2019,BASIC SHOES Երևան Մոլ,Мужской,,,33400,817,
BH151789,22.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,46000,,
BH151799,05.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,3500,,
BH151977,01.12.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,86700,200,
BH151991,07.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,5900,177,
BH152047,28.12.2019,BASIC CENTER Հանրապետության,Мужской,,,24800,200,
BH152186,14.01.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,12200,,
BH151717,08.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,20900,727,
BH151731,07.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,22500,,
BH151734,06.12.2019,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,10700,,
BH145334,05.07.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,73100,2153,1900
BH145366,23.08.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,,,
BH145375,10.08.2019,BATA Դալմա,Мужской,25-ից 45 տարեկան,,46800,1504,
BH145435,07.07.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,34800,1044,
BH145471,27.07.2019,BASIC SHOES Երևան Մոլ,Женский,,,19500,500,
BH151984,06.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,,100,
BH152116,10.01.2020,BASIC CENTER Հանրապետության,Женский,,,4500,,
BH152409,16.12.2019,COOLCLUB Դալմա,,,,12900,387,
BH152418,17.12.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,11100,333,
BH152470,28.12.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,,10600,,
BH152478,29.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,9800,,
BH152285,25.01.2020,BASIC CENTER Հանրապետության,Женский,,,17000,,
BH152465,27.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4500,,
BH151341,27.05.2020,BASIC CENTER Կոմիտաս,Женский,,v,1076733,3570,
BH151403,24.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,9800,494,
BH151407,25.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4100,,
BH151456,06.12.2019,BATA Պողոտա,Женский,45-ից բարձր,v,1520200,3685,5200
BH151476,08.12.2019,COOLCLUB Դալմա,Женский,,,6200,300,
BH151490,11.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4500,,
BH151922,13.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,33000,384,
BH151999,04.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,22900,787,
BH152020,24.12.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,108100,1461,
BH152092,20.12.2019,BASIC CENTER Հանրապետության,Женский,,,4500,,
BH152105,05.02.2020,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,1408133,,
BH152137,26.01.2020,BASIC CENTER Հանրապետության,Мужской,,,62000,,
BH152202,20.02.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,12800,,
BH152281,25.01.2020,BASIC CENTER Հանրապետության,Женский,,,27500,,
BH152241,10.05.2020,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,,3600,,
BH152752,28.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,6800,404,
BH144205,19.06.2019,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,,7400,247,
BH144259,07.06.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,30600,787,
BH144261,07.06.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,369733,2789,2500
BH144344,10.06.2019,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,,100,
BH144403,29.05.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,59500,,
BH144405,29.05.2019,BASIC CENTER Դալմա,Женский,Մինչև 18 տարեկան,v,18800,764,
BH144520,08.06.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,14800,444,
BH144655,28.09.2019,BASIC CENTER Հանրապետության,Женский,,,6900,207,
BH144711,16.06.2019,BASIC CENTER Հանրապետության,Женский,,,20400,217,
BH144820,10.06.2019,BASIC SHOES Երևան Մոլ,Мужской,18-ից 25 տարեկան,,7100,,
BH144879,26.06.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,38300,517,
BH144888,11.06.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,19800,694,
BH151040,04.12.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,142700,4281,
BH151094,17.11.2019,BASIC CENTER Դալմա,Женский,,,2900,187,
BH151113,15.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,66200,1971,1900
BH151165,25.11.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,46300,1128,
BH151290,03.12.2019,BASIC SHOES Երևան Մոլ,Мужской,,,,,
BH151297,01.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,-10800,,
BH151354,01.12.2019,BASIC CENTER Ավան,Мужской,18-ից 25 տարեկան,v,26000,100,
BH151409,25.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4300,,
BH151750,15.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,20000,,
BH151768,27.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,9500,,
BH150626,03.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,18600,,
BH150707,29.10.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,17900,537,
BH150769,09.11.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,24900,747,
BH151055,08.12.2019,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,13900,417,
BH151061,10.12.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,,1997,
BH151150,20.11.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,10200,165,
BH151152,23.11.2019,COOLCLUB Երևան Մոլլ,Мужской,45-ից բարձր,,33800,2214,
BH151226,17.11.2019,BASIC SHOES Երևան Մոլ,,25-ից 45 տարեկան,,48200,57,
BH151228,18.11.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,29900,897,
BH151243,23.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,100400,2077,
BH151422,28.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,27900,837,
BH151761,24.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,34700,,
BH092387,06.12.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,956900,24289,21000
BH149929,16.10.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,49900,1597,
BH149947,19.10.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,17500,,
BH149961,22.10.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,24900,847,
BH149990,28.10.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,6900,207,
BH150212,29.10.2019,BASIC CENTER Հանրապետության,Женский,,,113000,2369,
BH150280,06.11.2019,BASIC CENTER Հանրապետության,Женский,,,4900,147,
BH150372,03.12.2019,BASIC CENTER Հանրապետության,Женский,,,27100,18,
BH150559,07.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,24900,847,
BH150696,10.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,64900,,
BH150925,13.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,2900,87,
BH151080,08.11.2019,BASIC CENTER Դալմա,Женский,,,8900,267,
BH151160,24.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,86700,2334,
BH151172,21.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,46700,1701,
BH151218,16.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,22900,687,
BH151362,05.12.2019,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,,50900,1527,
BH151426,28.11.2019,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,,9400,382,
BH151790,22.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,24900,747,
BH149687,03.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,56700,1901,
BH151920,14.12.2019,COOLCLUB Երևան Մոլլ,Женский,,,12700,,
BH151988,07.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,33900,892,
BH152056,08.01.2020,BASIC CENTER Հանրապետության,Женский,,,17800,200,
BH152123,17.01.2020,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,,11200,,
BH152184,15.01.2020,BASIC CENTER Հանրապետության,Женский,,,6100,,
BH152232,12.01.2020,BASIC CENTER Հանրապետության,Мужской,,,7900,237,
BH144598,03.07.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5500,,
BH144604,25.09.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,13200,,
BH144845,16.06.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,44900,1447,
BH144852,17.06.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,11900,357,
BH144877,25.06.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,14900,547,
BH144913,16.06.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,16400,18,
BH144920,17.06.2019,BASIC HOUSE Դավթաշեն,Женский,18-ից 25 տարեկան,v,96500,,
BH145163,25.07.2019,BASIC CENTER Ավան,Женский,,,11900,457,
BH145337,09.07.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,125100,747,
BH144931,19.07.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,649067,600,5000
BH145154,14.07.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,6900,207,
BH145343,12.07.2019,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,41600,1248,
BH145426,10.07.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,13900,100,
BH145681,22.07.2019,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,4500,,
BH145403,11.07.2019,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,26800,804,
BH145445,05.07.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,11900,357,
BH145486,27.07.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,15800,,
BH145540,15.07.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,3500,,
BH145557,01.07.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,35800,1174,
BH145572,03.07.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,11900,457,
BH145589,06.07.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,41100,115,
BH145615,01.07.2019,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,42800,1484,
BH151774,28.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,4900,247,
BH151776,28.12.2019,BASIC SHOES Երևան Մոլ,Мужской,,,86200,451,
BH151927,12.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,14900,547,
BH151941,08.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,6200,,
BH151980,01.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4700,300,
BH152012,13.12.2019,BASIC CENTER Հանրապետության,Женский,,,14700,741,
BH152111,28.12.2019,BASIC CENTER Հանրապետության,Женский,,,25900,,
BH152129,04.02.2020,BASIC CENTER Հանրապետության,Женский,,,15200,,
BH152278,27.01.2020,BASIC CENTER Հանրապետության,Женский,,,9000,,
BH152288,29.01.2020,BASIC CENTER Հանրապետության,Женский,,,28000,,
BH152411,16.12.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,,10900,427,
BH152436,22.12.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,3500,,
BH152595,09.03.2020,BASIC CENTER Ավան,Женский,18-ից 25 տարեկան,v,320800,638,
BH152761,26.01.2020,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,,,
BH152875,22.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4500,500,
BH152886,24.12.2019,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,,3500,,
BH152893,21.12.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,20000,,
BH153034,27.12.2019,BASIC CENTER Կոմիտաս,Мужской,Մինչև 18 տարեկան,,12400,300,
BH149606,16.10.2019,COOLCLUB Դալմա,Женский,,,,,
BH149623,21.10.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,,12900,,
BH149764,22.10.2019,BASIC CENTER Կոմիտաս,Мужской,Մինչև 18 տարեկան,,6900,307,
BH149993,27.10.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,19900,697,
BH150227,30.10.2019,BASIC CENTER Հանրապետության,Женский,,,67100,2413,
BH149792,28.10.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,21900,757,
BH149862,26.10.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,10800,524,
BH150305,14.11.2019,BASIC CENTER Հանրապետության,Женский,,,12900,387,
BH150416,17.12.2019,BASIC CENTER Հանրապետության,Женский,,,16000,,
BH150508,02.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,25900,877,
BH150714,31.10.2019,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,,24900,747,
BH150782,11.11.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,,21900,657,
BH151012,20.11.2019,BASIC CENTER Դալմա,Мужской,18-ից 25 տարեկան,v,38400,337,
BH151015,21.11.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,14300,,
BH151239,22.11.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,,,
BH151246,23.11.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,49800,1694,
BH151302,19.11.2019,BASIC CENTER Կոմիտաս,Женский,,,95500,1878,
BH151371,07.12.2019,BASIC CENTER Կոմիտաս,Женский,,,6500,,
BH151397,12.12.2019,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,,12500,,
BH151492,11.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5900,277,
BH151932,09.12.2019,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,,7200,,
BH152016,22.12.2019,BASIC CENTER Հանրապետության,Женский,,,10900,327,
BH151190,17.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,17900,637,
BH151252,24.11.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,34100,,
BH151331,26.11.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,17500,,
BH151336,28.11.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,57900,1837,
BH151378,08.12.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,20900,627,
BH151463,07.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,110600,1549,
BH151485,11.12.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,,4900,147,
BH151711,10.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,,100,
BH151757,16.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,22000,,
BH151962,28.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,2000,,
BH152025,25.12.2019,BASIC CENTER Հանրապետության,Женский,,,4100,,
BH152036,04.01.2020,BASIC CENTER Հանրապետության,Женский,,,8500,,
BH152065,27.12.2019,BASIC CENTER Հանրապետության,Женский,,,26200,,
BH152086,21.12.2019,BASIC CENTER Հանրապետության,Женский,,,18200,581,
BH152112,28.12.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,,,
BH152242,10.05.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,5400,,
BH152430,21.12.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,8900,367,
BH152453,24.12.2019,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,,10300,,
BH144433,05.06.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,27200,664,
BH144467,12.06.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,5900,177,
BH144493,17.06.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,17600,,
BH144632,30.09.2019,BASIC CENTER Հանրապետության,Женский,,,3400,,
BH144642,27.09.2019,BASIC CENTER Հանրապետության,Женский,,,1041500,9598,1000
BH144718,15.06.2019,BASIC CENTER Հանրապետության,Женский,,,1170367,15877,19200
BH144720,28.06.2019,BASIC CENTER Հանրապետության,Женский,,,8500,,
BH144786,21.06.2019,BASIC CENTER Հանրապետության,Женский,,,184233,,1200
BH144811,08.06.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,,2124,
BH144899,26.06.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,57900,1206,100
BH144943,24.06.2019,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,v,14900,447,
